Run_RNA,Run_epi,BC_epi,BC_RNA,Exp,Plate,Well,FSC.A,FSC.W,FSC.H,SSC.A,SSC.W,SSC.H,CD29_Yel.Gr.C.610_20.A,EpCAM_Yel.Gr.A.780_60.A,Live_dead_Red.A.780_60.A,Lin_Violet.E.525_50.A,Sca1_Violet.C.670_30.A,Tspan8_UV.C.379_28.A,facs_phenotype,facs_phenotype_expanded
P108,N253,p4-I01-luminal-Sca1-pos-K4-F9717,P108T0484_luminal-Sca1-pos,exp5,p4,I01,144119.7813,88377.07031,106872,139749.5,87676.72656,104459,27592.94531,94050.04868,357.8824654,1644.320666,2313.415687,27744.23585,luminal,luminal-Sca1-pos
P108,N253,p4-J01-luminal-Sca1-pos-K4-F9717,P108T0485_luminal-Sca1-pos,exp5,p4,J01,169479.25,85584.5625,129778,186272.9063,84389.26563,144658,26813.24785,62101.61622,13.18782947,247.3699506,2619.600892,77015.32388,luminal,luminal-Sca1-pos
P108,N253,p4-K01-luminal-Sca1-pos-K4-F9717,P108T0486_luminal-Sca1-pos,exp5,p4,K01,227713.7813,97862.53906,152494,160873.9063,91856.66406,114777,24229.80376,90611.11106,-53.94111622,1064.803258,10722.14384,17673.35629,luminal,luminal-Sca1-pos
P108,N253,p4-L01-luminal-Sca1-pos-K4-F9717,P108T0487_luminal-Sca1-pos,exp5,p4,L01,203530.3281,103043.4609,129446,230552.3125,110888.7266,136258,6812.345983,52253.1598,-37.63141003,1152.441507,27010.39697,2526.632832,luminal,luminal-Sca1-pos
P108,N253,p4-M01-luminal-Sca1-pos-K4-F9717,P108T0488_luminal-Sca1-pos,exp5,p4,M01,193065.8906,97576.66406,129670,211269.2969,100211.6641,138165,8786.775821,43721.16415,40.1682923,1324.583623,24588.79736,1047.294133,luminal,luminal-Sca1-pos
P108,N253,p4-N01-luminal-Sca1-pos-K4-F9717,P108T0489_luminal-Sca1-pos,exp5,p4,N01,174004.8906,86715.32031,131506,134741.2031,84990.22656,103899,18364.77342,63294.41425,-14.02243304,973.7999996,2256.485067,29842.08366,luminal,luminal-Sca1-pos
P108,N253,p4-O01-luminal-Sca1-pos-K4-F9717,P108T0490_luminal-Sca1-pos,exp5,p4,O01,187220.1875,87462.39063,140285,157550.7969,88629.50781,116499,12206.75924,58727.39805,94.61829652,1343.079662,6558.914986,11210.74624,luminal,luminal-Sca1-pos
P108,N253,p4-P01-luminal-Sca1-pos-K4-F9717,P108T0491_luminal-Sca1-pos,exp5,p4,P01,204527.9688,92321.9375,145187,108460,104044.8828,68317,10980.93777,47769.00731,45.27982257,894.7058411,1727.182439,42276.06164,luminal,luminal-Sca1-pos
P108,N253,p4-A02-luminal-Sca1-neg-K4-F9717,P108T0492_luminal-Sca1-neg,exp5,p4,A02,117226.625,82877.35156,92698,120387.3047,84515.625,93352,13031.71869,64450.18669,301.7606529,443.2615954,540.5986057,39629.03766,luminal,luminal-Sca1-neg
P108,N253,p4-B02-luminal-Sca1-neg-K4-F9717,P108T0493_luminal-Sca1-neg,exp5,p4,B02,159501.8594,82948.71094,126019,57306.70313,77389.85938,48529,5924.813893,28062.23561,41.78953374,126.7666153,774.9524797,34042.37092,luminal,luminal-Sca1-neg
P108,N253,p4-C02-luminal-Sca1-neg-K4-F9717,P108T0494_luminal-Sca1-neg,exp5,p4,C02,39972.24219,71109.98438,36839,15909.30078,65926.78125,15815,4532.021907,20338.08079,63.90743345,380.1038512,255.0799645,17289.53822,luminal,luminal-Sca1-neg
P108,N253,p4-D02-luminal-Sca1-neg-K4-F9717,P108T0495_luminal-Sca1-neg,exp5,p4,D02,158258.25,82876.77344,125145,84664.80469,83744.75781,66256,3762.538744,16782.05002,3.196920585,801.9355502,453.5519304,4229.479297,luminal,luminal-Sca1-neg
P108,N253,p4-E02-luminal-Sca1-neg-K4-F9717,P108T0496_luminal-Sca1-neg,exp5,p4,E02,166183.5,84013.47656,129634,77291.5,80801.67188,62689,1828.466627,6285.78636,-58.61908349,1821.428674,680.2478214,1464.907556,luminal,luminal-Sca1-neg
P108,N253,p4-F02-luminal-Sca1-neg-K4-F9717,P108T0497_luminal-Sca1-neg,exp5,p4,F02,106715.1406,98444.35156,71042,167368.2969,97146.78125,112908,890.5779998,11195.3044,67.01663518,1947.453811,326.1475951,3713.157294,luminal,luminal-Sca1-neg
P108,N253,p4-G02-luminal-Sca1-neg-K4-F9717,P108T0498_luminal-Sca1-neg,exp5,p4,G02,149477.4375,87012.72656,112583,86482,87714.6875,64615,7036.211816,25708.02698,61.98820576,694.6929057,311.3931024,13976.53836,luminal,luminal-Sca1-neg
P108,N253,p4-H02-luminal-Sca1-neg-K4-F9717,P108T0499_luminal-Sca1-neg,exp5,p4,H02,114800.1406,79821.99219,94254,72829.89844,75672.70313,63074,1852.099366,12249.46663,6.271494809,239.8278851,186.6944974,6357.753745,luminal,luminal-Sca1-neg
P108,N253,p4-I02-luminal-Sca1-pos-K4-F9717,P108T0500_luminal-Sca1-pos,exp5,p4,I02,158237.6563,88488.75781,117193,59665.10156,82964.75781,47131,3198.705104,8814.30649,-27.35720322,3642.352021,4202.714149,501.2443355,luminal,luminal-Sca1-pos
P108,N253,p4-J02-luminal-Sca1-pos-K4-F9717,P108T0501_luminal-Sca1-pos,exp5,p4,J02,169329.2969,88755.3125,125031,148633.1094,89955.39063,108285,33111.8173,107766.5606,213.7512624,1192.592104,2419.652396,42530.59367,luminal,luminal-Sca1-pos
P108,N253,p4-K02-luminal-Sca1-pos-K4-F9717,P108T0502_luminal-Sca1-pos,exp5,p4,K02,224722.8281,93581.79688,157375,205729.7031,90449.69531,149063,13987.86755,44348.13188,76.82498708,2490.584617,41520.9791,1494.021696,luminal,luminal-Sca1-pos
P108,N253,p4-L02-luminal-Sca1-pos-K4-F9717,P108T0503_luminal-Sca1-pos,exp5,p4,L02,230292.1719,96467.44531,156451,193762.7969,88132.80469,144083,13490.78865,40987.73583,33.2373318,483.0974335,3510.566412,27235.03853,luminal,luminal-Sca1-pos
P108,N253,p4-M02-luminal-Sca1-pos-K4-F9717,P108T0504_luminal-Sca1-pos,exp5,p4,M02,54810.42188,75479.21875,47590,13469.5,71131.11719,12410,8669.401846,24110.35056,88.01847943,40.52837359,9469.635466,288.0817747,luminal,luminal-Sca1-pos
P108,N253,p4-N02-luminal-Sca1-pos-K4-F9717,P108T0505_luminal-Sca1-pos,exp5,p4,N02,237410.8906,98077.15625,158640,161577.9063,114973.4375,92101,20335.2985,91973.54939,115.3101247,193.4735507,2907.431179,51604.02682,luminal,luminal-Sca1-pos
P108,N253,p4-O02-luminal-Sca1-pos-K4-F9717,P108T0506_luminal-Sca1-pos,exp5,p4,O02,226397.6406,99113.53125,149699,163047.5,94143.54688,113502,18244.16538,81534.42754,91.50414462,204.7043105,3995.703083,77202.685,luminal,luminal-Sca1-pos
P108,N253,p4-P02-luminal-Sca1-pos-K4-F9717,P108T0507_luminal-Sca1-pos,exp5,p4,P02,239644.2969,92566.15625,169666,171666,93819.77344,119914,30738.93049,92034.48516,-141.8846657,1305.137634,2474.207631,27265.54398,luminal,luminal-Sca1-pos
P108,N253,p4-A03-luminal-Sca1-neg-K4-F9717,P108T0508_luminal-Sca1-neg,exp5,p4,A03,197619.9375,88571.70313,146223,178094.4063,90944.89844,128337,12362.76421,72111.21806,121.1599027,524.6232019,593.2497421,20409.87017,luminal,luminal-Sca1-neg
P108,N253,p4-B03-luminal-Sca1-neg-K4-F9717,P108T0509_luminal-Sca1-neg,exp5,p4,B03,237894.0313,102737.5078,151752,157917.1094,86188.5,120077,6711.738524,30811.43816,132.6625749,1526.895717,273.3947242,20401.96315,luminal,luminal-Sca1-neg
P108,N253,p4-C03-luminal-Sca1-neg-K4-F9717,P108T0510_luminal-Sca1-neg,exp5,p4,C03,177716.1406,89377.67969,130310,213175.6094,75156.82031,185887,6487.505468,51429.2253,195.8657499,1900.537422,218.9990347,13336.34803,luminal,luminal-Sca1-neg
P108,N253,p4-D03-luminal-Sca1-neg-K4-F9717,P108T0511_luminal-Sca1-neg,exp5,p4,D03,154651.8438,87437.78906,115914,224727.8125,87922.21875,167509,9619.941491,40039.84981,299.6740052,1737.701319,375.6858992,23469.99786,luminal,luminal-Sca1-neg
P108,N253,p4-E03-luminal-Sca1-neg-K4-F9717,P108T0512_luminal-Sca1-neg,exp5,p4,E03,117037.4844,82698.13281,92749,136449.5,83661.75781,106887,3516.231707,26683.52297,352.8336177,937.6458801,237.2651072,14666.82575,luminal,luminal-Sca1-neg
P108,N253,p4-F03-luminal-Sca1-neg-K4-F9717,P108T0513_luminal-Sca1-neg,exp5,p4,F03,211475.1875,88678.125,156287,159137,89681.9375,116291,18574.17018,87922.18124,244.3585874,1005.36906,768.4307964,18883.2156,luminal,luminal-Sca1-neg
P108,N253,p4-G03-luminal-Sca1-neg-K4-F9717,P108T0514_luminal-Sca1-neg,exp5,p4,G03,228815.2969,93944.69531,159622,215490,85553.21094,165071,24418.35933,82758.53273,159.7140195,338.221206,401.1957661,59892.97787,luminal,luminal-Sca1-neg
P108,N253,p4-H03-luminal-Sca1-neg-K4-F9717,P108T0515_luminal-Sca1-neg,exp5,p4,H03,138750.3594,80937.30469,112348,60087.5,76154.91406,51709,5827.755877,16675.32475,10.99521759,3400.061525,528.1427239,375.2995821,luminal,luminal-Sca1-neg
P108,N253,p4-I03-luminal-Sca1-pos-K4-F9717,P108T0516_luminal-Sca1-pos,exp5,p4,I03,161272.7188,98001.51563,107847,156137.2969,90819.33594,112670,5251.520332,35452.51218,287.3717786,3125.519125,4878.735533,4792.616967,luminal,luminal-Sca1-pos
P108,N253,p4-J03-luminal-Sca1-pos-K4-F9717,P108T0517_luminal-Sca1-pos,exp5,p4,J03,177930.7656,98352.51563,118562,247787.1094,107857.8906,150559,7248.177459,40567.64316,99.72405332,1466.855971,33512.57514,852.9560649,luminal,luminal-Sca1-pos
P108,N253,p4-K03-luminal-Sca1-pos-K4-F9717,P108T0518_luminal-Sca1-pos,exp5,p4,K03,98944.71875,81399.42969,79662,196409.4063,76558.67969,168131,2434.242685,18197.2253,71.59188456,769.5948859,2688.795876,2385.290456,luminal,luminal-Sca1-pos
P108,N253,p4-L03-luminal-Sca1-pos-K4-F9717,P108T0519_luminal-Sca1-pos,exp5,p4,L03,170193.6563,86112.53906,129526,136921.4063,86788.9375,103392,22068.42789,90864.88117,95.48236314,1120.998018,2724.620389,40316.7704,luminal,luminal-Sca1-pos
P108,N253,p4-M03-luminal-Sca1-pos-K4-F9717,P108T0520_luminal-Sca1-pos,exp5,p4,M03,151541.3281,90627.48438,109585,130297.2031,86845.36719,98326,11750.17368,63301.08152,247.4587124,286.7089758,3838.345415,43111.91183,luminal,luminal-Sca1-pos
P108,N253,p4-N03-luminal-Sca1-pos-K4-F9717,P108T0521_luminal-Sca1-pos,exp5,p4,N03,193907.7031,94094.51563,135055,150800.1094,100319.1016,98514,21927.50326,78975.38524,280.4451714,704.1007112,2322.700369,58136.68116,luminal,luminal-Sca1-pos
P108,N253,p4-O03-luminal-Sca1-pos-K4-F9717,P108T0522_luminal-Sca1-pos,exp5,p4,O03,181467.5781,94013.10938,126500,184534.9063,97342.05469,124239,7471.806579,29373.18429,26.73024213,1120.916788,25264.05859,1404.381975,luminal,luminal-Sca1-pos
P108,N253,p4-P03-luminal-Sca1-pos-K4-F9717,P108T0523_luminal-Sca1-pos,exp5,p4,P03,233105.75,93238.88281,163846,154863.5,89113.49219,113890,5385.185824,63539.36966,1.422874482,528.1653024,1528.255578,26823.67149,luminal,luminal-Sca1-pos
P108,N253,p4-A04-luminal-Sca1-neg-K27-F9717,P108T0524_luminal-Sca1-neg,exp5,p4,A04,120999.625,81362.48438,97463,83354.70313,86590.49219,63087,5874.704703,26331.24984,110.0671979,352.5067944,476.2869658,9707.282469,luminal,luminal-Sca1-neg
P108,N253,p4-B04-luminal-Sca1-neg-K27-F9717,P108T0525_luminal-Sca1-neg,exp5,p4,B04,183505,99467.22656,120906,223451.8125,104760.3672,139787,19743.7166,51806.89271,171.1318147,986.1244514,833.1972599,27018.73297,luminal,luminal-Sca1-neg
P108,N253,p4-C04-luminal-Sca1-neg-K27-F9717,P108T0526_luminal-Sca1-neg,exp5,p4,C04,157443.8594,89348.57813,115483,135203.2031,92465.34375,95827,14403.04818,35801.19861,191.3640377,1031.119385,702.9743341,46308.82351,luminal,luminal-Sca1-neg
P108,N253,p4-D04-luminal-Sca1-neg-K27-F9717,P108T0527_luminal-Sca1-neg,exp5,p4,D04,55958,82058.21094,44691,17719.90039,77367.85156,15010,4760.075474,31212.72606,102.0701792,410.9118865,701.3693622,150.3995934,luminal,luminal-Sca1-neg
P108,N253,p4-E04-luminal-Sca1-neg-K27-F9717,P108T0528_luminal-Sca1-neg,exp5,p4,E04,189390.8906,85806.57813,144650,133112.1094,83695.21094,104231,12103.80135,45336.78987,249.7753334,1537.890341,423.5807199,35295.23712,luminal,luminal-Sca1-neg
P108,N253,p4-F04-luminal-Sca1-neg-K27-F9717,P108T0529_luminal-Sca1-neg,exp5,p4,F04,173184.625,87711.875,129399,145440.9063,86323.79688,110417,6977.385639,33072.19279,27.05340288,1231.930793,404.8766868,16338.36685,luminal,luminal-Sca1-neg
P108,N253,p4-G04-luminal-Sca1-neg-K27-F9717,P108T0530_luminal-Sca1-neg,exp5,p4,G04,109073.0234,112105.9219,63763,189294.6094,115483.7578,107423,2111.655237,6624.777707,3.961397728,2857.706195,65.46137635,946.6037332,luminal,luminal-Sca1-neg
P108,N253,p4-H04-luminal-Sca1-neg-K27-F9717,P108T0531_luminal-Sca1-neg,exp5,p4,H04,227192.4219,95642.76563,155676,182900.2969,94848.35156,126376,11336.33525,47660.40374,100.3145457,1592.393543,875.6505986,12379.81875,luminal,luminal-Sca1-neg
P108,N253,p4-I04-luminal-Sca1-pos-K27-F9717,P108T0532_luminal-Sca1-pos,exp5,p4,I04,163632.5625,101988.875,105147,226068.7031,95573.05469,155019,17239.81035,65614.19512,-22.43190356,1535.831132,40575.00654,1340.902711,luminal,luminal-Sca1-pos
P108,N253,p4-J04-luminal-Sca1-pos-K27-F9717,P108T0533_luminal-Sca1-pos,exp5,p4,J04,214959.0781,94018.59375,149838,174152,88498.625,128965,11993.44191,65680.24736,31.46251195,858.4834744,2975.988569,54892.19928,luminal,luminal-Sca1-pos
P108,N253,p4-K04-luminal-Sca1-pos-K27-F9717,P108T0534_luminal-Sca1-pos,exp5,p4,K04,155725.9219,89987.42969,113412,179105.2969,94681.42188,123972,10173.29136,52775.30391,-16.37002172,943.4567794,5042.828851,30338.2226,luminal,luminal-Sca1-pos
P108,N253,p4-L04-luminal-Sca1-pos-K27-F9717,P108T0535_luminal-Sca1-pos,exp5,p4,L04,138043.7813,94863.39844,95367,108269.7031,94276.91406,75263,19449.74405,61585.86365,275.4073046,528.7069888,1869.079364,11277.23754,luminal,luminal-Sca1-pos
P108,N253,p4-M04-luminal-Sca1-pos-K27-F9717,P108T0536_luminal-Sca1-pos,exp5,p4,M04,180454.2656,89715.16406,131820,146036,85643.85938,111749,20954.20614,58029.35758,201.3278503,589.1908331,9083.871605,42400.00032,luminal,luminal-Sca1-pos
P108,N253,p4-N04-luminal-Sca1-pos-K27-F9717,P108T0537_luminal-Sca1-pos,exp5,p4,N04,176775.3438,89805.96875,129002,192603.4063,87276.54688,144626,10524.2885,56906.90029,86.03510232,1094.9091,1346.837579,14969.55248,luminal,luminal-Sca1-pos
P108,N253,p4-O04-luminal-Sca1-pos-K27-F9717,P108T0538_luminal-Sca1-pos,exp5,p4,O04,98311.64063,96307.20313,66900,168928.1094,93936.39063,117855,12209.2989,41063.52204,160.912047,1182.20025,3097.43399,40242.87358,luminal,luminal-Sca1-pos
P108,N253,p4-P04-luminal-Sca1-pos-K27-F9717,P108T0539_luminal-Sca1-pos,exp5,p4,P04,217265.0313,108588.6016,131125,211450.7969,116977.6406,118464,32100.18694,92218.01275,229.7166543,2023.431336,3466.652065,54080.8575,luminal,luminal-Sca1-pos
P108,N253,p4-A05-luminal-Sca1-neg-K27-F9717,P108T0540_luminal-Sca1-neg,exp5,p4,A05,46634.28125,71390.42969,42810,27948.80078,65404.48438,28005,1922.075689,10038.95632,59.26963934,289.0020681,138.5527895,5564.723656,luminal,luminal-Sca1-neg
P108,N253,p4-B05-luminal-Sca1-neg-K27-F9717,P108T0541_luminal-Sca1-neg,exp5,p4,B05,187057.5,100844.8359,121563,241987.9063,92014.17188,172353,2093.653053,17128.84412,69.66897483,2240.722261,769.426615,1035.121774,luminal,luminal-Sca1-neg
P108,N253,p4-C05-luminal-Sca1-neg-K27-F9717,P108T0542_luminal-Sca1-neg,exp5,p4,C05,139598.0625,99852.64844,91622,198214.5,100862.5156,128791,2230.707436,10164.26286,137.9009647,3878.222689,-26.78689775,381.8544483,luminal,luminal-Sca1-neg
P108,N253,p4-D05-luminal-Sca1-neg-K27-F9717,P108T0543_luminal-Sca1-neg,exp5,p4,D05,134245.2969,88444.21875,99474,162639.4063,92416.25,115334,2716.58826,18485.71835,331.4463342,8294.175878,770.1943208,11808.48748,luminal,luminal-Sca1-neg
P108,N253,p4-E05-luminal-Sca1-neg-K27-F9717,P108T0544_luminal-Sca1-neg,exp5,p4,E05,81100.88281,88348.20313,60160,134664.2031,94248.69531,93639,4824.501437,23699.52136,102.6629597,669.6416,127.1551471,14572.88476,luminal,luminal-Sca1-neg
P108,N253,p4-F05-luminal-Sca1-neg-K27-F9717,P108T0545_luminal-Sca1-neg,exp5,p4,F05,127690.0859,85118.0625,98314,173384.2031,80449.90625,141242,2828.721712,32022.93032,148.2083334,1086.244964,402.0812136,12614.31455,luminal,luminal-Sca1-neg
P108,N253,p4-G05-luminal-Sca1-neg-K27-F9717,P108T0546_luminal-Sca1-neg,exp5,p4,G05,149695.9844,88747.25781,110544,140175.2031,88810.14844,103440,8540.665422,36219.99467,63.81827653,416.3292864,552.2041445,35295.26893,luminal,luminal-Sca1-neg
P108,N253,p4-H05-luminal-Sca1-neg-K27-F9717,P108T0547_luminal-Sca1-neg,exp5,p4,H05,229257.2813,101190.1094,148479,234218.6094,97802.75781,156946,9963.656603,43214.76718,14.34549342,447.6474996,459.1417705,73178.92097,luminal,luminal-Sca1-neg
P108,N253,p4-I05-luminal-Sca1-pos-K27-F9717,P108T0548_luminal-Sca1-pos,exp5,p4,I05,219394.5625,90042.96094,159682,198195.7969,89333.21875,145399,15223.28574,61765.065,-11.90808478,199.6288045,2048.356989,59840.82962,luminal,luminal-Sca1-pos
P108,N253,p4-J05-luminal-Sca1-pos-K27-F9717,P108T0549_luminal-Sca1-pos,exp5,p4,J05,161031.6406,94868.57031,111242,173241.2031,95476.85938,118914,18427.99989,58339.27238,609.4171627,118.5559923,1475.532959,35109.53982,luminal,luminal-Sca1-pos
P108,N253,p4-K05-luminal-Sca1-pos-K27-F9717,P108T0550_luminal-Sca1-pos,exp5,p4,K05,224410.2031,104804.8359,140327,184564.6094,123971.2422,97568,15083.6545,86856.68462,-116.9470647,290.8908873,1656.607172,56280.91096,luminal,luminal-Sca1-pos
P108,N253,p4-L05-luminal-Sca1-pos-K27-F9717,P108T0551_luminal-Sca1-pos,exp5,p4,L05,158036.7656,98087.86719,105590,186758,95314.0625,128411,14643.95535,62901.10039,-86.13654195,490.6070036,1635.741857,40477.02349,luminal,luminal-Sca1-pos
P108,N253,p4-M05-luminal-Sca1-pos-K27-F9717,P108T0552_luminal-Sca1-pos,exp5,p4,M05,150651.4844,91567.625,107823,189472.7969,96918.45313,128121,16149.11327,62136.62269,-13.24915873,1276.1319,4409.251959,20762.43498,luminal,luminal-Sca1-pos
P108,N253,p4-N05-luminal-Sca1-pos-K27-F9717,P108T0553_luminal-Sca1-pos,exp5,p4,N05,137578.2813,84581.75,106599,211481.6094,79804.10938,173671,27373.21619,74969.61134,29.13352681,590.1502108,2287.477853,13894.20703,luminal,luminal-Sca1-pos
P108,N253,p4-O05-luminal-Sca1-pos-K27-F9717,P108T0554_luminal-Sca1-pos,exp5,p4,O05,243377.125,101689.9219,156849,204818.9063,103015.4219,130301,16102.79758,80718.99449,157.6118748,6028.410673,1794.084217,145606.4716,luminal,luminal-Sca1-pos
P108,N253,p4-P05-luminal-Sca1-pos-K27-F9717,P108T0555_luminal-Sca1-pos,exp5,p4,P05,149082.5,95165.58594,102666,191340.6094,99487.46875,126043,6121.648023,33540.07993,63.39347456,1021.30789,1400.080592,22435.69319,luminal,luminal-Sca1-pos
P108,N253,p4-A06-luminal-Sca1-neg-K27-F9717,P108T0556_luminal-Sca1-neg,exp5,p4,A06,115263.6797,84005.25781,89922,108280.7031,84265.89844,84213,6997.995687,39011.31062,131.4528288,659.6986586,179.2865752,11559.34619,luminal,luminal-Sca1-neg
P108,N253,p4-B06-luminal-Sca1-neg-K27-F9717,P108T0557_luminal-Sca1-neg,exp5,p4,B06,116525.9219,82003.33594,93126,162416.1094,89885.84375,118418,3706.194547,29879.62175,25.31229197,717.2425322,517.5012927,17372.96545,luminal,luminal-Sca1-neg
P108,N253,p4-C06-luminal-Sca1-neg-K27-F9717,P108T0558_luminal-Sca1-neg,exp5,p4,C06,44176.44141,73106.09375,39602,12927.2002,69334.39844,12219,3024.810209,27190.43481,143.6170127,42.98899849,137.1632473,9510.718626,luminal,luminal-Sca1-neg
P108,N253,p4-D06-luminal-Sca1-neg-K27-F9717,P108T0559_luminal-Sca1-neg,exp5,p4,D06,101685.7813,103168.7109,64594,171243.6094,104189.0781,107714,8750.001739,27567.24343,-37.34600021,205.5809584,384.4562653,21405.27984,luminal,luminal-Sca1-neg
P108,N253,p4-E06-luminal-Sca1-neg-K27-F9717,P108T0560_luminal-Sca1-neg,exp5,p4,E06,214424.9844,92064.59375,152638,161301.7969,81911.39063,129055,7352.255831,36318.64338,281.4636012,1512.098464,609.4078245,21212.57124,luminal,luminal-Sca1-neg
P108,N253,p4-F06-luminal-Sca1-neg-K27-F9717,P108T0561_luminal-Sca1-neg,exp5,p4,F06,193889.0781,91595.76563,138726,160188.6094,96506.05469,108782,3524.14719,11451.70168,388.1184614,1025.339743,253.907265,1231.928166,luminal,luminal-Sca1-neg
P108,N253,p4-G06-luminal-Sca1-neg-K27-F9717,P108T0562_luminal-Sca1-neg,exp5,p4,G06,160026.1563,88542.24219,118446,109209.1016,88626.57813,80756,6171.327337,29849.47188,56.37092828,3173.787815,638.7021245,20895.15512,luminal,luminal-Sca1-neg
P108,N253,p4-H06-luminal-Sca1-neg-K27-F9717,P108T0563_luminal-Sca1-neg,exp5,p4,H06,146088.6094,102871.6953,93068,199898.6094,101909.3984,128551,4962.211837,11595.24747,73.02775533,7088.864083,113.4447037,813.3569763,luminal,luminal-Sca1-neg
P108,N253,p4-I06-luminal-Sca1-pos-K27-F9717,P108T0564_luminal-Sca1-pos,exp5,p4,I06,142682.125,86862.32813,107651,59271.30078,85178.69531,45603,5646.877026,15580.21964,63.80379669,5672.711536,2530.040462,4527.90044,luminal,luminal-Sca1-pos
P108,N253,p4-J06-luminal-Sca1-pos-K27-F9717,P108T0565_luminal-Sca1-pos,exp5,p4,J06,128248.6797,91459.07031,91898,180856.5,119094.1953,99523,16178.16887,79849.74469,36.67496894,1276.630639,5010.339561,28022.94493,luminal,luminal-Sca1-pos
P108,N253,p4-K06-luminal-Sca1-pos-K27-F9717,P108T0566_luminal-Sca1-pos,exp5,p4,K06,212308.1875,91193.36719,152575,149337.1094,91382.33594,107099,9278.954268,54207.29399,11.4007747,721.8449676,2877.416796,74200.31029,luminal,luminal-Sca1-pos
P108,N253,p4-L06-luminal-Sca1-pos-K27-F9717,P108T0567_luminal-Sca1-pos,exp5,p4,L06,218381.25,95344.21094,150107,158852.1094,91155.73438,114206,23839.36008,97661.95619,44.51009095,931.5083026,2312.936619,26955.62844,luminal,luminal-Sca1-pos
P108,N253,p4-M06-luminal-Sca1-pos-K27-F9717,P108T0568_luminal-Sca1-pos,exp5,p4,M06,195511.9688,90886.39063,140979,86384.10156,95272.25781,59422,12079.23716,64527.71551,-5.65589912,1746.32571,1570.042834,25393.88283,luminal,luminal-Sca1-pos
P108,N253,p4-N06-luminal-Sca1-pos-K27-F9717,P108T0569_luminal-Sca1-pos,exp5,p4,N06,132795.875,84934.61719,102466,79850.10156,80723.40625,64827,7191.693758,43303.423,-53.07973813,5819.004055,2435.340945,12100.18235,luminal,luminal-Sca1-pos
P108,N253,p4-O06-luminal-Sca1-pos-K27-F9717,P108T0570_luminal-Sca1-pos,exp5,p4,O06,171383.3906,88533.34375,126865,129542.6016,88077.51563,96389,24899.7214,99098.56231,133.9105074,3994.177068,1347.299217,25819.99547,luminal,luminal-Sca1-pos
P108,N253,p4-P06-luminal-Sca1-pos-K27-F9717,P108T0571_luminal-Sca1-pos,exp5,p4,P06,110363.6797,84920.84375,85171,206243.4063,79497.76563,170022,14493.76229,52280.56927,-53.63906757,686.1448584,3043.809282,20378.8244,luminal,luminal-Sca1-pos
P108,N253,p4-A07-basal-Tspan8-neg-K4-F9717,P108T0572_basal-Tspan8-neg,exp5,p4,A07,154284.3438,94057.48438,107500,198260.7031,106965.5625,121471,84403.17298,3786.741894,23.7058498,828.4358812,34.87461554,952.6336446,basal,basal-Tspan8-neg
P108,N253,p4-B07-basal-Tspan8-neg-K4-F9717,P108T0573_basal-Tspan8-neg,exp5,p4,B07,156112.0469,88140.92969,116075,93122.70313,84248.67969,72439,24227.98071,1196.958754,19.05727006,805.2273069,54.16986755,1182.859338,basal,basal-Tspan8-neg
P108,N253,p4-C07-basal-Tspan8-neg-K4-F9717,P108T0574_basal-Tspan8-neg,exp5,p4,C07,187589.6406,91692.64063,134077,90918.30469,89835.39063,66326,64352.44575,2413.170125,35.48536857,633.5568342,146.6379995,241.1279059,basal,basal-Tspan8-neg
P108,N253,p4-D07-basal-Tspan8-neg-K4-F9717,P108T0575_basal-Tspan8-neg,exp5,p4,D07,125685,81296.625,101319,109388.4063,77657.54688,92314,61581.84339,4348.41878,314.754795,617.36736,167.9073093,1723.624491,basal,basal-Tspan8-neg
P108,N253,p4-E07-basal-Tspan8-neg-K4-F9717,P108T0576_basal-Tspan8-neg,exp5,p4,E07,178897.0469,85689.41406,136822,121492.8047,86962.9375,91558,29684.41423,3385.817569,11.51547508,1296.56622,98.56591716,1121.341137,basal,basal-Tspan8-neg
P108,N253,p4-F07-basal-Tspan8-neg-K4-F9717,P108T0577_basal-Tspan8-neg,exp5,p4,F07,174582.1094,89086.76563,128430,158794.9063,94479.14844,110149,88322.66319,3550.152788,150.0846401,874.7619524,108.4358389,1073.785605,basal,basal-Tspan8-neg
P108,N253,p4-G07-basal-Tspan8-neg-K4-F9717,P108T0578_basal-Tspan8-neg,exp5,p4,G07,214033.9688,99040.66406,141628,109293.8047,102435.2031,69924,19100.01549,4082.89032,62.47560202,384.3472646,45.62890439,806.8584768,basal,basal-Tspan8-neg
P108,N253,p4-H07-basal-Tspan8-neg-K4-F9717,P108T0579_basal-Tspan8-neg,exp5,p4,H07,125345.9219,88735.30469,92575,176026.4063,104552.0781,110338,40779.59716,4628.776043,79.07150599,362.5973542,-126.3364547,747.961868,basal,basal-Tspan8-neg
P108,N253,p4-I07-basal-Tspan8-pos-K4-F9717,P108T0580_basal-Tspan8-pos,exp5,p4,I07,178686.3438,97589.82031,119996,217374.3125,93741.15625,151970,124637.3462,15153.79402,162.0416355,421.8672011,-95.47708152,3009.172027,basal,basal-Tspan8-pos
P108,N253,p4-J07-basal-Tspan8-pos-K4-F9717,P108T0581_basal-Tspan8-pos,exp5,p4,J07,136653.1563,91368.85938,98017,177115.4063,89524.86719,129656,51998.78935,10843.40332,153.3352877,784.7319689,1021.970661,5431.348335,basal,basal-Tspan8-pos
